0.11, 0.95, 1.10, 1.46, 0.03
0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00
17.69, 0.00, 0.11, 1.00, 0.00
33.26, 40.61, 0.25, 0.45, 0.00
24.39, 43.25, 0.35, 0.44, 0.06
54.36, 58.60, 0.22, 0.50, 0.01
55.00, 58.40, 0.22, 0.52, 0.00
28.46, 45.41, 0.32, 0.42, 0.08
42.74, 53.14, 0.25, 0.46, 0.00
39.62, 50.52, 0.26, 0.46, 0.08
54.87, 59.46, 0.22, 0.50, 0.00
43.05, 52.89, 0.25, 0.46, 0.00
47.14, 55.07, 0.24, 0.47, 0.08
44.98, 55.06, 0.24, 0.48, 0.00
40.17, 51.87, 0.25, 0.46, 0.00
31.91, 48.02, 0.30, 0.43, 0.08
38.64, 50.66, 0.26, 0.43, 0.00
51.84, 57.39, 0.23, 0.49, 0.00
32.14, 48.40, 0.29, 0.43, 0.08
35.21, 50.56, 0.27, 0.43, 0.00
55.50, 60.11, 0.21, 0.51, 0.00
47.48, 56.28, 0.23, 0.48, 0.08
27.42, 45.44, 0.32, 0.40, 0.00
30.88, 47.20, 0.31, 0.41, 0.00
27.17, 44.32, 0.34, 0.42, 0.08
32.90, 48.72, 0.29, 0.44, 0.00
46.10, 55.19, 0.24, 0.48, 0.08
42.44, 52.48, 0.25, 0.44, 0.00
49.62, 56.52, 0.23, 0.47, 0.00
41.96, 53.22, 0.25, 0.47, 0.08
52.59, 58.70, 0.22, 0.50, 0.00
57.56, 60.61, 0.22, 0.54, 0.00
41.09, 52.50, 0.25, 0.44, 0.08
41.01, 52.76, 0.25, 0.43, 0.00
47.78, 56.45, 0.23, 0.47, 0.00
37.11, 50.36, 0.27, 0.42, 0.08
46.99, 56.76, 0.23, 0.46, 0.00
53.21, 57.55, 0.23, 0.48, 0.00
39.54, 61.60, 0.27, 0.75, 0.44
58.53, 61.09, 0.21, 0.52, 0.00
51.32, 57.05, 0.23, 0.51, 0.08
44.86, 54.38, 0.25, 0.45, 0.00
40.03, 52.45, 0.26, 0.45, 0.00
28.00, 45.38, 0.32, 0.43, 0.06
33.24, 47.68, 0.29, 0.42, 0.00
28.91, 45.97, 0.31, 0.41, 0.00
35.20, 48.06, 0.28, 0.43, 0.06
35.97, 49.66, 0.28, 0.43, 0.00
34.45, 48.92, 0.29, 0.42, 0.00
25.42, 43.33, 0.35, 0.43, 0.07
28.07, 45.94, 0.31, 0.42, 0.00
26.65, 45.75, 0.33, 0.41, 0.00
29.45, 45.86, 0.31, 0.43, 0.08
38.50, 51.74, 0.26, 0.44, 0.00
32.86, 48.03, 0.29, 0.43, 0.00
27.39, 44.39, 0.32, 0.44, 0.08
49.99, 57.76, 0.23, 0.49, 0.00
32.44, 48.04, 0.29, 0.44, 0.00
31.56, 45.90, 0.30, 0.44, 0.07
28.75, 45.94, 0.31, 0.42, 0.00
39.25, 51.14, 0.26, 0.45, 0.00
41.07, 51.63, 0.25, 0.46, 0.08
34.48, 48.72, 0.28, 0.45, 0.00
33.74, 47.37, 0.28, 0.43, 0.00
31.85, 45.11, 0.30, 0.45, 0.14
30.62, 45.90, 0.30, 0.44, 0.00
48.80, 55.31, 0.23, 0.48, 0.00
38.39, 50.60, 0.26, 0.45, 0.08
25.76, 45.08, 0.34, 0.43, 0.03
25.20, 49.41, 0.35, 0.52, 0.13
25.36, 43.50, 0.34, 0.43, 0.08
30.72, 46.54, 0.30, 0.41, 0.00
29.63, 46.84, 0.31, 0.43, 0.05
34.86, 48.59, 0.28, 0.43, 0.08
60.06, 62.50, 0.21, 0.51, 0.00
48.31, 55.59, 0.23, 0.50, 0.08
40.29, 52.25, 0.26, 0.43, 0.00
43.50, 55.34, 0.24, 0.46, 0.00
32.12, 47.42, 0.30, 0.43, 0.08
