0.08, 0.61, 1.12, 1.98, 0.02
0.00, 4.00, 0.00, 3.25, 0.01
0.00, 4.00, 0.00, 3.38, 0.01
0.00, 4.00, 0.00, 2.67, 0.01
17.00, 34.34, 0.39, 0.73, 0.26
47.77, 74.52, 0.42, 0.46, 0.07
39.83, 66.04, 0.47, 0.43, 0.20
42.06, 67.19, 0.45, 0.41, 0.02
42.28, 66.89, 0.45, 0.41, 0.02
41.31, 68.20, 0.47, 0.43, 0.23
41.30, 66.95, 0.47, 0.41, 0.07
58.19, 77.99, 0.37, 0.54, 0.31
46.05, 70.48, 0.43, 0.44, 0.07
39.29, 66.11, 0.48, 0.43, 0.14
42.35, 69.02, 0.46, 0.44, 0.07
42.20, 66.27, 0.47, 0.42, 0.20
42.01, 66.35, 0.47, 0.41, 0.12
42.09, 67.29, 0.46, 0.42, 0.06
42.04, 68.15, 0.46, 0.44, 0.26
41.50, 66.52, 0.46, 0.41, 0.07
42.72, 66.25, 0.45, 0.42, 0.16
42.25, 65.89, 0.46, 0.42, 0.08
42.98, 68.57, 0.44, 0.45, 0.15
41.47, 69.18, 0.45, 0.43, 0.10
41.17, 67.34, 0.46, 0.44, 0.15
41.35, 66.62, 0.46, 0.42, 0.04
44.57, 68.59, 0.44, 0.43, 0.05
42.76, 69.46, 0.46, 0.43, 0.18
42.07, 67.70, 0.46, 0.41, 0.04
41.02, 66.23, 0.47, 0.42, 0.20
41.67, 67.68, 0.45, 0.41, 0.05
43.83, 66.51, 0.45, 0.44, 0.16
39.45, 68.28, 0.47, 0.41, 0.03
40.85, 65.29, 0.47, 0.43, 0.21
41.14, 67.23, 0.47, 0.42, 0.09
40.70, 71.15, 0.48, 0.52, 0.08
41.38, 66.50, 0.47, 0.43, 0.19
42.93, 68.54, 0.44, 0.42, 0.02
41.32, 67.36, 0.47, 0.43, 0.25
42.53, 67.61, 0.45, 0.43, 0.07
43.43, 68.88, 0.44, 0.43, 0.12
40.68, 67.61, 0.46, 0.40, 0.05
41.02, 67.26, 0.46, 0.43, 0.16
46.14, 71.68, 0.43, 0.45, 0.08
40.64, 65.88, 0.46, 0.42, 0.06
41.19, 66.34, 0.48, 0.43, 0.21
