71.73, 74.87, 0.02, 1.54, 0.11
82.47, 85.02, 0.03, 1.19, 0.14
86.38, 88.02, 0.03, 1.54, 0.18
87.07, 91.63, 0.03, 1.79, 0.25
86.45, 88.48, 0.03, 1.42, 0.12
83.14, 87.57, 0.03, 1.54, 0.19
73.69, 77.50, 0.03, 1.43, 0.13
85.18, 86.79, 0.03, 1.45, 0.18
81.16, 83.82, 0.03, 1.55, 0.17
90.63, 93.95, 0.02, 1.62, 0.24
81.18, 85.63, 0.03, 1.60, 0.20
86.57, 89.91, 0.03, 1.36, 0.16
82.66, 84.34, 0.03, 1.24, 0.12
74.33, 77.59, 0.03, 1.62, 0.20
83.64, 87.53, 0.03, 1.40, 0.14
81.82, 82.75, 0.03, 1.45, 0.20
80.76, 85.56, 0.03, 1.37, 0.16
77.33, 81.80, 0.03, 1.51, 0.20
82.00, 81.71, 0.03, 1.73, 0.20
79.60, 86.97, 0.03, 0.85, 0.14
80.66, 93.63, 0.03, 1.49, 0.18
83.43, 92.35, 0.03, 1.33, 0.12
90.64, 92.84, 0.02, 1.45, 0.19
88.86, 94.84, 0.03, 1.39, 0.18
91.84, 94.79, 0.02, 1.46, 0.18
85.68, 89.57, 0.03, 1.51, 0.17
94.24, 95.38, 0.02, 1.45, 0.17
81.20, 82.22, 0.03, 1.42, 0.18
73.97, 82.13, 0.03, 1.38, 0.15
78.59, 80.64, 0.03, 1.87, 0.25
79.29, 81.51, 0.03, 1.33, 0.12
85.20, 87.60, 0.03, 1.34, 0.14
81.66, 83.62, 0.03, 1.66, 0.21
89.38, 93.61, 0.03, 1.43, 0.15
86.04, 91.30, 0.03, 1.32, 0.15
82.37, 84.32, 0.03, 1.33, 0.11
79.59, 82.03, 0.03, 1.31, 0.15
84.42, 88.02, 0.03, 1.43, 0.18
83.72, 88.01, 0.03, 1.34, 0.12
80.30, 84.36, 0.03, 1.44, 0.13
79.98, 81.76, 0.03, 1.36, 0.14
85.35, 86.62, 0.03, 1.44, 0.12
67.47, 72.23, 0.03, 1.44, 0.13
78.11, 83.02, 0.03, 1.46, 0.14
79.57, 80.86, 0.03, 1.36, 0.14
81.32, 84.21, 0.03, 1.51, 0.16
73.74, 76.48, 0.03, 1.36, 0.12
86.80, 90.07, 0.03, 1.34, 0.14
82.22, 88.83, 0.03, 1.41, 0.16
79.13, 81.66, 0.03, 1.42, 0.15
75.90, 82.99, 0.03, 0.89, 0.10
70.58, 77.10, 0.03, 2.14, 0.38
89.07, 91.20, 0.03, 1.59, 0.19
77.79, 83.70, 0.03, 1.62, 0.21
79.09, 81.62, 0.03, 1.42, 0.16
80.93, 82.91, 0.03, 1.39, 0.13
90.30, 93.90, 0.03, 1.62, 0.22
87.86, 90.15, 0.03, 1.36, 0.14
82.95, 86.31, 0.03, 1.58, 0.19
75.92, 81.16, 0.03, 1.52, 0.17
73.52, 75.34, 0.03, 1.10, 0.08
79.61, 81.68, 0.03, 1.57, 0.19
82.42, 86.06, 0.03, 1.46, 0.12
80.77, 84.33, 0.03, 1.36, 0.17
79.98, 85.33, 0.03, 1.47, 0.16
75.03, 75.74, 0.03, 2.05, 0.25
74.73, 77.56, 0.03, 1.43, 0.12
74.77, 79.19, 0.03, 1.45, 0.15
78.04, 81.23, 0.03, 1.47, 0.18
78.99, 79.68, 0.03, 1.62, 0.18
83.71, 87.99, 0.03, 1.74, 0.23
83.64, 87.47, 0.03, 1.42, 0.18
89.93, 90.34, 0.03, 1.48, 0.15
89.39, 97.46, 0.03, 1.55, 0.20
90.66, 92.71, 0.02, 1.57, 0.20
89.41, 91.41, 0.03, 1.34, 0.15
83.44, 86.59, 0.03, 1.43, 0.14
86.00, 88.08, 0.03, 1.43, 0.14
85.82, 92.01, 0.03, 1.53, 0.18
85.04, 86.60, 0.03, 1.51, 0.18
84.70, 88.14, 0.03, 1.61, 0.18
80.72, 84.79, 0.03, 1.65, 0.18
86.75, 87.83, 0.03, 1.75, 0.28
78.64, 82.89, 0.03, 1.33, 0.11
90.20, 94.95, 0.02, 1.27, 0.19
93.44, 96.01, 0.02, 1.25, 0.29
83.06, 92.11, 0.03, 0.96, 0.15
88.21, 88.74, 0.03, 1.05, 0.11
84.45, 93.18, 0.03, 1.58, 0.28
94.49, 95.73, 0.02, 1.09, 0.17
80.21, 84.12, 0.03, 1.30, 0.17
77.00, 79.94, 0.03, 1.11, 0.14
89.88, 93.52, 0.02, 1.21, 0.12
88.09, 92.77, 0.03, 1.16, 0.16
81.57, 83.07, 0.03, 1.22, 0.18
82.57, 87.23, 0.03, 1.16, 0.12
84.75, 86.75, 0.03, 1.00, 0.12
86.09, 88.09, 0.03, 1.04, 0.10
91.72, 96.33, 0.02, 1.20, 0.18
90.45, 93.60, 0.02, 1.13, 0.12
79.63, 82.32, 0.03, 1.17, 0.16
89.65, 93.21, 0.03, 1.17, 0.16
88.46, 90.86, 0.03, 1.18, 0.13
90.65, 95.32, 0.02, 1.13, 0.15
86.16, 88.34, 0.03, 1.31, 0.22
88.96, 92.59, 0.02, 1.32, 0.22
92.42, 95.28, 0.02, 1.10, 0.12
81.68, 84.39, 0.03, 1.07, 0.12
82.54, 87.70, 0.03, 1.24, 0.14
86.14, 90.02, 0.03, 1.44, 0.25
89.62, 91.50, 0.02, 1.08, 0.13
84.73, 86.37, 0.03, 1.19, 0.14
86.67, 90.29, 0.03, 1.30, 0.17
81.99, 86.89, 0.03, 1.28, 0.16
79.35, 81.50, 0.03, 0.81, 0.06
87.36, 91.13, 0.03, 1.38, 0.22
