32.40, 76.80, 0.76, 0.74, 0.00
40.95, 95.48, 0.77, 0.76, 0.24
40.50, 94.94, 0.79, 0.79, 0.07
39.54, 93.95, 0.80, 0.82, 0.24
39.99, 91.39, 0.79, 0.79, 0.30
39.69, 88.69, 0.80, 0.82, 0.02
41.00, 91.52, 0.79, 0.78, 0.29
42.29, 90.45, 0.77, 0.76, 0.05
41.64, 88.22, 0.75, 0.71, 0.22
42.97, 88.07, 0.73, 0.73, 0.01
42.40, 85.60, 0.74, 0.73, 0.30
41.10, 93.23, 0.78, 0.77, 0.02
38.76, 92.57, 0.80, 0.83, 0.19
40.32, 87.56, 0.79, 0.78, 0.20
41.36, 90.01, 0.76, 0.76, 0.00
41.36, 89.55, 0.77, 0.75, 0.30
42.21, 91.43, 0.75, 0.76, 0.02
40.41, 85.99, 0.78, 0.78, 0.32
42.67, 90.27, 0.74, 0.74, 0.02
41.04, 88.16, 0.78, 0.76, 0.24
41.05, 93.70, 0.77, 0.75, 0.02
41.28, 91.11, 0.79, 0.78, 0.25
40.73, 91.16, 0.78, 0.78, 0.25
40.60, 87.31, 0.76, 0.76, 0.00
42.52, 89.20, 0.77, 0.74, 0.39
42.51, 88.29, 0.72, 0.70, 0.01
41.83, 89.58, 0.75, 0.74, 0.21
37.46, 86.13, 0.65, 0.61, 0.00
33.59, 83.04, 0.68, 0.67, 0.16
33.36, 86.41, 0.67, 0.63, 0.12
32.95, 95.80, 0.70, 0.78, 0.23
40.51, 96.04, 0.79, 0.78, 0.25
41.65, 92.09, 0.75, 0.73, 0.01
40.09, 89.95, 0.80, 0.78, 0.22
41.72, 89.00, 0.76, 0.76, 0.00
42.05, 89.49, 0.78, 0.77, 0.16
40.86, 91.44, 0.77, 0.78, 0.04
41.54, 88.27, 0.76, 0.76, 0.23
39.93, 95.22, 0.79, 0.79, 0.31
43.48, 92.54, 0.72, 0.72, 0.02
41.11, 95.91, 0.78, 0.80, 0.29
41.22, 95.79, 0.76, 0.75, 0.00
41.60, 92.89, 0.77, 0.74, 0.22
41.67, 89.38, 0.76, 0.72, 0.19
42.68, 92.07, 0.76, 0.74, 0.00
42.88, 92.25, 0.75, 0.70, 0.21
42.88, 93.36, 0.72, 0.70, 0.02
41.48, 93.11, 0.76, 0.75, 0.29
42.30, 91.98, 0.75, 0.74, 0.12
39.70, 99.10, 0.79, 0.79, 0.23
41.40, 94.31, 0.78, 0.77, 0.24
41.32, 97.16, 0.77, 0.74, 0.00
40.77, 95.50, 0.77, 0.79, 0.15
42.23, 92.27, 0.73, 0.73, 0.02
40.73, 93.62, 0.77, 0.83, 0.54
40.45, 102.64, 0.79, 0.82, 0.22
41.48, 101.99, 0.78, 0.76, 0.02
40.32, 96.53, 0.77, 0.73, 0.26
36.62, 85.14, 0.67, 0.66, 0.01
35.36, 83.45, 0.67, 0.65, 0.05
37.72, 84.72, 0.65, 0.63, 0.00
37.23, 100.88, 0.79, 0.87, 0.74
41.24, 91.53, 0.74, 0.74, 0.34
42.82, 91.45, 0.73, 0.73, 0.01
42.55, 92.25, 0.76, 0.75, 0.26
42.64, 92.30, 0.74, 0.71, 0.01
43.71, 89.17, 0.73, 0.69, 0.23
41.94, 99.44, 0.75, 0.72, 0.00
39.64, 98.41, 0.80, 0.82, 0.17
40.24, 95.51, 0.78, 0.75, 0.28
41.61, 96.62, 0.77, 0.76, 0.05
41.55, 93.35, 0.75, 0.74, 0.22
40.71, 98.42, 0.78, 0.76, 0.06
